100, 100, 137, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 4, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 4, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 3, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 2, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 1, RJava (GBM)
100, 100, 104, PMML (GBM)
100, 100, 34, PMML (GBM)
100, 100, 25, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 29, PMML (GBM)
100, 100, 18, PMML (GBM)
100, 100, 14, PMML (GBM)
100, 100, 13, PMML (GBM)
100, 100, 13, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 18, PMML (GBM)
100, 100, 16, PMML (GBM)
100, 100, 13, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 15, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 18, PMML (GBM)
100, 100, 23, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 23, PMML (GBM)
100, 100, 38, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 21, PMML (GBM)
100, 100, 24, PMML (GBM)
100, 100, 19, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 13, PMML (GBM)
100, 100, 11, PMML (GBM)
100, 100, 14, PMML (GBM)
100, 100, 13, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 14, PMML (GBM)
100, 100, 18, PMML (GBM)
100, 100, 17, PMML (GBM)
100, 100, 20, PMML (GBM)
100, 100, 9, PMML (GBM)
100, 100, 8, PMML (GBM)
100, 100, 7, PMML (GBM)
100, 100, 12, PMML (GBM)
100, 100, 6, PMML (GBM)
100, 100, 8, PMML (GBM)
100, 100, 8, PMML (GBM)
100, 100, 8, PMML (GBM)
100, 100, 7, PMML (GBM)
100, 100, 9, PMML (GBM)
